1,0,0,0
2,0,0,0.000333333
3,0,0,0.000407407
4,0,0.000111111,0.000481481
5,0,0.000851852,0.000518519
6,0,0.000962963,0.000481481
7,0,0.000518519,0.00107407
8,0,0.000814815,0.00111111
9,0,0.00344444,0.00185185
10,0,0.00325926,0.00155556
11,0,0.00377778,0.00203704
12,0.000111111,0.00359259,0.00274074
13,0,0.00262963,0.00177778
14,3.7037e-05,0.00137037,0.00144444
15,0,0.00133333,0.00111111
16,0,0.00133333,0.00144444
17,0,0.00466667,0.00192593
18,0,0.00451852,0.00192593
19,0,0.00381481,0.00155556
20,0,0.00381481,0.00144444
21,0,0.00351852,0.00192593
22,0,0.00348148,0.00192593
23,0,0.00385185,0.00188889
24,0,0.00385185,0.00192593
25,0.000333333,0.00351852,0.0022963
26,0,0.0047037,0.00244444
27,0,0.00344444,0.00285185
28,0,0.00418519,0.00277778
29,0,0.00418519,0.00292593
30,0,0.00422222,0.003
31,3.7037e-05,0.00418519,0.00340741
32,0,0.00392593,0.00385185
33,0,0.0215556,0.00662963
34,0,0.0250741,0.00522222
35,0,0.021963,0.00518519
36,0,0.0154444,0.00481481
37,0,0.0152963,0.00437037
38,0,0.0144815,0.00477778
39,0.000333333,0.0142222,0.00481481
40,0,0.0152222,0.00585185
41,0,0.0158519,0.00544444
42,0.000111111,0.0198889,0.00655556
43,0,0.0160741,0.00640741
44,0,0.0204444,0.00748148
45,0,0.0188889,0.0082963
46,0,0.0152593,0.00674074
47,0,0.0155926,0.00681481
48,3.7037e-05,0.0227037,0.0110741
49,0.000333333,0.0201852,0.0097037
50,0,0.0158889,0.00737037
51,0.000333333,0.0158889,0.00848148
52,0,0.0162222,0.008
53,0,0.0179259,0.00940741
54,0.000444444,0.0151852,0.00785185
55,0,0.0174074,0.00918519
56,0.000148148,0.0223333,0.0133704
57,3.7037e-05,0.0245185,0.0118148
58,0,0.0165926,0.010037
59,0,0.0163333,0.00977778
60,0.000333333,0.0157778,0.0105185
61,0.000111111,0.0165556,0.0115926
62,0.000444444,0.0171852,0.0112593
63,0.000333333,0.0171481,0.012037
64,0,0.017037,0.0111852
65,0.000111111,0.064,0.0121111
66,0,0.0584074,0.0137037
67,0.000333333,0.0594444,0.011963
68,0,0.0620741,0.0142222
69,0.000333333,0.0631852,0.0133333
70,0.000333333,0.0638148,0.0137407
71,0,0.0731852,0.0157407
72,0.000444444,0.0607037,0.0137778
73,0.00037037,0.0599259,0.0133333
74,0.000111111,0.06,0.0144074
75,0.000111111,0.0668889,0.0142963
76,3.7037e-05,0.0585926,0.0142963
77,0.00037037,0.0572222,0.0152963
78,0,0.0577407,0.0151852
79,0.000444444,0.0644074,0.0174815
80,0.000111111,0.0678148,0.0194815
81,0.000148148,0.0618519,0.0154815
82,3.7037e-05,0.0605926,0.0164815
83,0,0.0619259,0.0173333
84,0,0.0641852,0.0227407
85,0.000481481,0.0887778,0.0183704
86,3.7037e-05,0.0583333,0.0168519
87,3.7037e-05,0.0593333,0.0164444
88,0.00037037,0.0683333,0.0226667
89,0.000111111,0.0606667,0.0173333
90,0,0.0615185,0.0191852
91,0.000148148,0.0683704,0.0205926
92,0.000444444,0.0714815,0.0200741
93,0.00037037,0.066037,0.0248519
94,3.7037e-05,0.0657407,0.0212963
95,0,0.062037,0.0208148
96,0.000111111,0.0626667,0.0218889
97,0,0.0634074,0.0227407
98,0,0.0591111,0.022
99,0.000481481,0.0615185,0.0208148
